,Date,Open,High,Low,Close
0,2022-12-30,"1,350.01","1,350.99","1,336.49","1,350.75"
249,2023-01-03,"1,355.79","1,367.86","1,332.29","1,341.14"
248,2023-01-04,"1,355.79","1,367.86","1,332.29","1,357.81"
247,2023-01-05,"1,350.57","1,350.57","1,335.25","1,339.08"
246,2023-01-06,"1,347.42","1,367.68","1,336.01","1,363.47"
245,2023-01-09,"1,369.76","1,386.81","1,368.40","1,370.83"
244,2023-01-10,"1,368.89","1,386.57","1,367.67","1,386.44"
243,2023-01-11,"1,392.22","1,409.23","1,392.06","1,409.23"
242,2023-01-12,"1,410.89","1,416.46","1,393.68","1,413.50"
241,2023-01-13,"1,404.50","1,422.83","1,401.36","1,422.08"
240,2023-01-17,"1,421.61","1,431.37","1,417.60","1,426.71"
239,2023-01-18,"1,432.81","1,445.83","1,410.31","1,410.66"
238,2023-01-19,"1,403.74","1,403.74","1,386.34","1,389.96"
237,2023-01-20,"1,393.80","1,421.87","1,391.56","1,421.38"
236,2023-01-23,"1,424.25","1,449.74","1,423.41","1,446.76"
235,2023-01-24,"1,441.26","1,443.46","1,434.43","1,437.76"
234,2023-01-25,"1,426.51","1,437.89","1,407.43","1,437.05"
233,2023-01-26,"1,443.50","1,454.94","1,438.47","1,454.59"
232,2023-01-27,"1,450.94","1,468.13","1,448.02","1,460.91"
231,2023-01-30,"1,455.19","1,458.50","1,439.30","1,439.84"
230,2023-01-31,"1,441.89","1,468.29","1,441.89","1,468.20"
229,2023-02-01,"1,466.25","1,506.01","1,462.58","1,497.42"
228,2023-02-02,"1,504.33","1,535.11","1,504.33","1,525.84"
227,2023-02-03,"1,516.87","1,522.00","1,499.21","1,503.37"
226,2023-02-06,"1,495.68","1,499.41","1,484.97","1,488.29"
225,2023-02-07,"1,484.99","1,512.16","1,473.80","1,508.37"
224,2023-02-08,"1,505.04","1,510.97","1,491.72","1,494.07"
223,2023-02-09,"1,505.74","1,513.23","1,478.23","1,482.31"
222,2023-02-10,"1,477.40","1,480.62","1,468.57","1,475.83"
221,2023-02-13,"1,479.39","1,498.32","1,475.70","1,496.21"
220,2023-02-14,"1,492.31","1,514.04","1,486.01","1,506.41"
219,2023-02-15,"1,503.03","1,528.91","1,501.42","1,528.75"
218,2023-02-16,"1,514.92","1,522.64","1,502.90","1,506.45"
217,2023-02-17,"1,502.58","1,502.58","1,484.40","1,494.43"
216,2023-02-21,"1,484.03","1,484.03","1,456.52","1,456.90"
215,2023-02-22,"1,459.55","1,466.35","1,451.97","1,458.42"
214,2023-02-23,"1,464.10","1,469.94","1,447.17","1,466.09"
213,2023-02-24,"1,452.50","1,452.50","1,439.35","1,447.81"
212,2023-02-27,"1,456.69","1,467.82","1,451.47","1,454.46"
211,2023-02-28,"1,453.63","1,463.35","1,452.07","1,452.45"
210,2023-03-01,"1,452.72","1,457.80","1,446.00","1,450.71"
209,2023-03-02,"1,445.00","1,469.88","1,439.63","1,467.61"
208,2023-03-03,"1,469.86","1,493.16","1,469.86","1,491.36"
207,2023-03-06,"1,489.90","1,498.27","1,479.42","1,481.15"
206,2023-03-07,"1,481.22","1,486.75","1,461.98","1,463.68"
205,2023-03-08,"1,464.18","1,469.81","1,458.60","1,468.34"
204,2023-03-09,"1,468.94","1,474.82","1,433.32","1,434.35"
203,2023-03-10,"1,433.01","1,433.01","1,389.69","1,397.40"
202,2023-03-13,"1,389.84","1,409.62","1,373.02","1,393.20"
201,2023-03-14,"1,402.58","1,424.84","1,400.29","1,414.90"
200,2023-03-15,"1,405.05","1,405.05","1,373.66","1,392.96"
199,2023-03-16,"1,389.22","1,418.84","1,382.88","1,416.52"
198,2023-03-17,"1,415.10","1,415.10","1,387.73","1,393.56"
197,2023-03-20,"1,394.92","1,410.57","1,394.53","1,407.76"
196,2023-03-21,"1,415.88","1,437.52","1,415.88","1,434.47"
195,2023-03-22,"1,433.98","1,442.34","1,403.64","1,403.97"
194,2023-03-23,"1,409.02","1,431.44","1,395.20","1,406.50"
193,2023-03-24,"1,402.74","1,406.09","1,385.64","1,405.24"
192,2023-03-27,"1,411.95","1,421.40","1,408.11","1,414.04"
191,2023-03-28,"1,412.94","1,417.54","1,407.17","1,413.82"
190,2023-03-29,"1,422.71","1,437.24","1,422.71","1,435.81"
189,2023-03-30,"1,443.51","1,450.40","1,437.43","1,442.91"
188,2023-03-31,"1,446.52","1,471.45","1,446.52","1,471.13"
187,2023-04-03,"1,469.20","1,471.32","1,457.92","1,470.26"
186,2023-04-04,"1,471.56","1,474.01","1,450.50","1,455.49"
185,2023-04-05,"1,451.92","1,451.92","1,429.57","1,435.29"
184,2023-04-06,"1,432.63","1,436.78","1,422.43","1,435.19"
183,2023-04-10,"1,430.24","1,448.15","1,425.94","1,448.04"
182,2023-04-11,"1,450.21","1,462.22","1,450.21","1,456.51"
181,2023-04-12,"1,462.50","1,470.94","1,448.61","1,449.78"
180,2023-04-13,"1,453.45","1,469.13","1,452.45","1,467.29"
179,2023-04-14,"1,464.82","1,475.38","1,452.89","1,462.13"
178,2023-04-17,"1,462.78","1,469.75","1,459.46","1,469.73"
177,2023-04-18,"1,474.55","1,480.58","1,468.12","1,472.82"
176,2023-04-19,"1,468.18","1,469.81","1,460.31","1,467.98"
175,2023-04-20,"1,461.52","1,468.06","1,456.03","1,460.63"
174,2023-04-21,"1,462.14","1,465.12","1,455.74","1,463.16"
173,2023-04-24,"1,463.86","1,467.92","1,456.56","1,464.45"
172,2023-04-25,"1,460.52","1,460.52","1,426.92","1,426.92"
171,2023-04-26,"1,426.23","1,433.10","1,415.96","1,418.96"
170,2023-04-27,"1,421.32","1,437.61","1,417.32","1,436.77"
169,2023-04-28,"1,434.68","1,450.21","1,430.22","1,449.39"
168,2023-05-01,"1,447.68","1,457.61","1,446.81","1,450.98"
167,2023-05-02,"1,444.41","1,444.95","1,417.96","1,429.69"
166,2023-05-03,"1,432.63","1,446.87","1,426.16","1,426.60"
165,2023-05-04,"1,425.20","1,428.19","1,414.01","1,416.14"
164,2023-05-05,"1,423.90","1,441.16","1,423.90","1,437.65"
163,2023-05-08,"1,440.60","1,443.61","1,434.52","1,440.11"
162,2023-05-09,"1,434.51","1,440.84","1,432.28","1,436.92"
161,2023-05-10,"1,447.69","1,451.27","1,432.45","1,444.68"
160,2023-05-11,"1,444.42","1,444.42","1,432.11","1,439.43"
159,2023-05-12,"1,441.59","1,445.78","1,428.30","1,437.17"
158,2023-05-15,"1,438.19","1,451.73","1,436.90","1,450.54"
157,2023-05-16,"1,444.58","1,444.58","1,430.16","1,430.22"
156,2023-05-17,"1,435.22","1,451.36","1,429.87","1,448.47"
155,2023-05-18,"1,449.20","1,472.44","1,449.13","1,471.36"
154,2023-05-19,"1,473.87","1,475.44","1,461.07","1,464.71"
153,2023-05-22,"1,465.28","1,476.78","1,464.57","1,470.65"
152,2023-05-23,"1,464.45","1,467.98","1,445.36","1,446.64"
151,2023-05-24,"1,464.45","1,467.98","1,428.94","1,434.06"
150,2023-05-25,"1,438.72","1,445.44","1,433.31","1,441.84"
149,2023-05-26,"1,443.64","1,461.05","1,443.64","1,457.81"
148,2023-05-30,"1,462.31","1,470.62","1,455.64","1,459.84"
147,2023-05-31,"1,454.77","1,454.77","1,439.13","1,448.93"
146,2023-06-01,"1,447.26","1,470.41","1,443.58","1,464.62"
145,2023-06-02,"1,472.15","1,495.56","1,472.15","1,491.88"
144,2023-06-05,"1,490.89","1,495.00","1,480.87","1,490.11"
143,2023-06-06,"1,488.63","1,500.16","1,485.96","1,497.16"
142,2023-06-07,"1,497.78","1,507.52","1,488.36","1,491.20"
141,2023-06-08,"1,489.81","1,497.95","1,484.34","1,496.83"
140,2023-06-09,"1,498.82","1,505.11","1,490.41","1,494.53"
139,2023-06-12,"1,496.70","1,513.62","1,496.38","1,513.44"
138,2023-06-13,"1,517.66","1,531.04","1,517.66","1,530.20"
137,2023-06-14,"1,530.50","1,535.19","1,516.28","1,526.68"
136,2023-06-15,"1,523.86","1,548.39","1,521.14","1,545.20"
135,2023-06-16,"1,550.16","1,554.46","1,535.85","1,538.63"
134,2023-06-20,"1,533.58","1,533.58","1,518.18","1,526.91"
133,2023-06-21,"1,525.51","1,526.81","1,517.89","1,521.31"
132,2023-06-22,"1,519.22","1,519.94","1,509.72","1,518.76"
131,2023-06-23,"1,510.69","1,511.24","1,501.95","1,504.52"
130,2023-06-26,"1,503.50","1,513.06","1,501.91","1,505.55"
129,2023-06-27,"1,508.16","1,530.12","1,508.16","1,527.58"
128,2023-06-28,"1,526.59","1,538.18","1,524.06","1,534.43"
127,2023-06-29,"1,535.32","1,543.05","1,533.39","1,542.11"
126,2023-06-30,"1,547.46","1,565.60","1,547.46","1,559.75"
125,2023-07-03,"1,558.09","1,558.09","1,552.41","1,556.51"
124,2023-07-05,"1,553.09","1,554.02","1,543.80","1,550.86"
123,2023-07-06,"1,547.92","1,547.92","1,521.14","1,533.79"
122,2023-07-07,"1,533.21","1,549.10","1,532.39","1,537.40"
121,2023-07-10,"1,537.10","1,564.83","1,536.99","1,564.68"
120,2023-07-11,"1,567.12","1,584.08","1,567.12","1,581.71"
119,2023-07-12,"1,590.81","1,597.81","1,585.94","1,590.29"
118,2023-07-13,"1,594.31","1,607.54","1,594.31","1,604.68"
117,2023-07-14,"1,605.25","1,607.69","1,593.78","1,597.23"
116,2023-07-17,"1,594.59","1,616.33","1,592.78","1,611.39"
115,2023-07-18,"1,611.69","1,620.58","1,609.70","1,619.62"
114,2023-07-19,"1,621.86","1,627.44","1,613.48","1,619.08"
113,2023-07-20,"1,612.70","1,612.70","1,595.62","1,596.91"
112,2023-07-21,"1,603.28","1,606.80","1,597.75","1,599.27"
111,2023-07-24,"1,600.69","1,602.44","1,590.90","1,592.72"
110,2023-07-25,"1,591.38","1,603.32","1,590.83","1,599.07"
109,2023-07-26,"1,595.30","1,603.98","1,590.21","1,600.19"
108,2023-07-27,"1,607.14","1,613.71","1,578.61","1,581.72"
107,2023-07-28,"1,590.12","1,600.38","1,590.12","1,598.90"
106,2023-07-31,"1,601.24","1,610.07","1,599.80","1,606.57"
105,2023-08-01,"1,600.53","1,600.53","1,589.14","1,598.36"
104,2023-08-02,"1,587.61","1,587.61","1,564.22","1,571.08"
103,2023-08-03,"1,566.27","1,572.66","1,561.57","1,567.16"
102,2023-08-04,"1,568.92","1,574.01","1,551.77","1,553.75"
101,2023-08-07,"1,557.25","1,564.40","1,554.15","1,564.22"
100,2023-08-08,"1,553.15","1,553.15","1,532.19","1,544.79"
99,2023-08-09,"1,545.65","1,547.90","1,535.44","1,537.91"
98,2023-08-10,"1,541.39","1,558.51","1,534.48","1,539.46"
97,2023-08-11,"1,536.52","1,541.00","1,531.12","1,536.96"
96,2023-08-14,"1,534.85","1,546.68","1,532.31","1,546.53"
95,2023-08-15,"1,542.35","1,542.35","1,528.13","1,529.46"
94,2023-08-16,"1,528.81","1,531.21","1,515.55","1,515.67"
93,2023-08-17,"1,516.81","1,517.66","1,491.28","1,491.50"
92,2023-08-18,"1,487.19","1,499.38","1,479.92","1,496.78"
91,2023-08-21,"1,498.69","1,505.01","1,491.60","1,501.21"
90,2023-08-22,"1,503.20","1,506.53","1,498.15","1,500.34"
89,2023-08-23,"1,501.85","1,520.80","1,501.85","1,518.56"
88,2023-08-24,"1,521.16","1,522.68","1,496.34","1,496.39"
87,2023-08-25,"1,499.08","1,513.83","1,491.29","1,509.11"
86,2023-08-28,"1,514.04","1,522.55","1,514.04","1,518.11"
85,2023-08-29,"1,517.02","1,542.17","1,515.40","1,541.96"
84,2023-08-30,"1,541.97","1,555.40","1,541.97","1,552.54"
83,2023-08-31,"1,554.67","1,560.81","1,551.88","1,551.99"
82,2023-09-01,"1,560.31","1,569.06","1,559.33","1,562.97"
81,2023-09-05,"1,560.19","1,560.19","1,547.14","1,549.24"
80,2023-09-06,"1,548.83","1,554.10","1,540.13","1,546.44"
79,2023-09-07,"1,543.83","1,543.83","1,525.48","1,538.19"
78,2023-09-08,"1,538.78","1,542.48","1,528.46","1,529.82"
77,2023-09-11,"1,537.97","1,539.76","1,533.94","1,537.56"
76,2023-09-12,"1,530.90","1,539.30","1,529.53","1,530.59"
75,2023-09-13,"1,527.84","1,530.45","1,520.73","1,523.83"
74,2023-09-14,"1,531.83","1,535.19","1,522.57","1,532.54"
73,2023-09-15,"1,527.27","1,527.52","1,512.14","1,514.50"
72,2023-09-18,"1,510.10","1,516.66","1,509.77","1,510.41"
71,2023-09-19,"1,509.12","1,509.14","1,497.73","1,505.38"
70,2023-09-20,"1,510.25","1,514.87","1,496.70","1,496.81"
69,2023-09-21,"1,487.32","1,488.84","1,465.28","1,465.35"
68,2023-09-22,"1,470.50","1,474.78","1,464.81","1,465.42"
67,2023-09-25,"1,459.97","1,471.25","1,458.80","1,469.84"
66,2023-09-26,"1,463.12","1,467.57","1,452.01","1,452.59"
65,2023-09-27,"1,458.26","1,471.19","1,453.98","1,464.39"
64,2023-09-28,"1,464.57","1,486.98","1,463.14","1,479.81"
63,2023-09-29,"1,489.32","1,494.85","1,474.54","1,475.57"
62,2023-10-02,"1,473.42","1,476.64","1,461.04","1,467.46"
61,2023-10-03,"1,461.57","1,464.28","1,436.08","1,440.80"
60,2023-10-04,"1,443.99","1,456.21","1,436.37","1,455.23"
59,2023-10-05,"1,452.98","1,455.75","1,438.31","1,451.95"
58,2023-10-06,"1,446.49","1,479.57","1,444.34","1,474.00"
57,2023-10-09,"1,466.67","1,486.32","1,463.75","1,484.05"
56,2023-10-10,"1,486.73","1,507.94","1,486.73","1,498.69"
55,2023-10-11,"1,500.65","1,504.81","1,489.65","1,500.89"
54,2023-10-12,"1,504.07","1,504.53","1,471.52","1,477.36"
53,2023-10-13,"1,478.99","1,481.30","1,462.67","1,466.84"
52,2023-10-16,"1,474.27","1,490.16","1,469.26","1,486.72"
51,2023-10-17,"1,477.89","1,504.41","1,477.61","1,495.55"
50,2023-10-18,"1,488.45","1,488.69","1,465.91","1,466.97"
49,2023-10-19,"1,470.17","1,475.12","1,448.61","1,451.69"
48,2023-10-20,"1,449.76","1,450.11","1,429.30","1,431.45"
47,2023-10-23,"1,425.08","1,439.74","1,417.04","1,425.39"
46,2023-10-24,"1,432.00","1,445.01","1,426.81","1,436.32"
45,2023-10-25,"1,426.83","1,426.83","1,402.76","1,403.20"
44,2023-10-26,"1,404.23","1,407.67","1,388.74","1,393.08"
43,2023-10-27,"1,396.22","1,400.69","1,380.07","1,383.22"
42,2023-10-30,"1,387.81","1,393.32","1,376.90","1,388.47"
41,2023-10-31,"1,389.69","1,402.12","1,384.97","1,399.76"
40,2023-11-01,"1,398.82","1,403.78","1,387.33","1,403.13"
39,2023-11-02,"1,412.34","1,437.32","1,412.34","1,436.03"
38,2023-11-03,"1,444.11","1,476.42","1,444.11","1,470.74"
37,2023-11-06,"1,472.80","1,474.24","1,452.99","1,460.14"
36,2023-11-07,"1,463.38","1,478.97","1,462.33","1,474.15"
35,2023-11-08,"1,475.53","1,479.22","1,467.48","1,472.71"
34,2023-11-09,"1,475.91","1,479.45","1,454.85","1,455.75"
33,2023-11-10,"1,457.13","1,474.68","1,451.37","1,474.18"
32,2023-11-13,"1,471.68","1,479.23","1,467.89","1,476.49"
31,2023-11-14,"1,493.76","1,525.30","1,493.76","1,522.15"
30,2023-11-15,"1,524.41","1,541.01","1,524.41","1,525.68"
29,2023-11-16,"1,523.65","1,525.99","1,513.25","1,518.70"
28,2023-11-17,"1,526.47","1,530.59","1,524.17","1,529.62"
27,2023-11-20,"1,529.11","1,546.20","1,528.73","1,543.08"
26,2023-11-21,"1,541.08","1,545.65","1,539.77","1,541.75"
25,2023-11-22,"1,547.43","1,556.39","1,547.05","1,550.04"
24,2023-11-24,"1,549.19","1,555.77","1,547.86","1,555.70"
23,2023-11-27,"1,551.12","1,558.39","1,548.86","1,553.43"
22,2023-11-28,"1,551.26","1,558.74","1,547.08","1,549.62"
21,2023-11-29,"1,556.76","1,573.04","1,556.76","1,561.28"
20,2023-11-30,"1,563.60","1,569.41","1,557.25","1,568.84"
19,2023-12-01,"1,567.63","1,599.73","1,566.85","1,599.38"
18,2023-12-04,"1,593.81","1,604.20","1,589.30","1,598.76"
17,2023-12-05,"1,593.33","1,593.33","1,578.46","1,585.67"
16,2023-12-06,"1,589.04","1,597.09","1,580.06","1,580.73"
15,2023-12-07,"1,582.79","1,586.58","1,578.09","1,585.97"
14,2023-12-08,"1,583.15","1,596.92","1,581.10","1,593.12"
13,2023-12-11,"1,595.48","1,610.00","1,595.48","1,609.16"
12,2023-12-12,"1,610.22","1,622.64","1,604.59","1,619.93"
11,2023-12-13,"1,620.29","1,651.03","1,616.69","1,649.22"
10,2023-12-14,"1,656.44","1,675.42","1,656.44","1,668.68"
9,2023-12-15,"1,666.67","1,670.23","1,656.73","1,662.58"
8,2023-12-18,"1,666.85","1,670.44","1,660.89","1,668.00"
7,2023-12-19,"1,674.47","1,683.11","1,674.32","1,680.90"
6,2023-12-20,"1,674.61","1,683.76","1,650.36","1,650.53"
5,2023-12-21,"1,664.94","1,675.32","1,660.84","1,674.79"
4,2023-12-22,"1,679.19","1,685.45","1,674.70","1,683.31"
3,2023-12-26,"1,685.74","1,698.49","1,684.42","1,694.76"
2,2023-12-27,"1,696.72","1,698.91","1,691.97","1,697.72"
1,2023-12-28,"1,698.61","1,701.63","1,696.65","1,697.56"
0,2023-12-29,"1,694.38","1,699.32","1,684.41","1,686.84"
251,2024-01-02,"1,673.67","1,676.53","1,654.70","1,660.94"
250,2024-01-03,"1,673.67","1,676.53","1,625.51","1,626.32"
249,2024-01-04,"1,623.38","1,639.51","1,622.63","1,629.03"
248,2024-01-05,"1,623.14","1,638.96","1,622.27","1,628.59"
247,2024-01-08,"1,634.23","1,659.99","1,633.17","1,659.99"
246,2024-01-09,"1,649.21","1,664.92","1,648.99","1,660.09"
245,2024-01-10,"1,662.63","1,669.42","1,653.93","1,667.24"
244,2024-01-11,"1,668.48","1,669.70","1,649.91","1,668.81"
243,2024-01-12,"1,675.94","1,679.88","1,661.59","1,665.76"
242,2024-01-16,"1,655.66","1,660.46","1,649.16","1,657.20"
241,2024-01-17,"1,643.26","1,648.07","1,637.64","1,647.38"
240,2024-01-18,"1,657.57","1,666.81","1,647.93","1,665.88"
239,2024-01-19,"1,672.04","1,680.22","1,662.24","1,679.33"
238,2024-01-22,"1,691.27","1,705.53","1,691.27","1,698.96"
237,2024-01-23,"1,705.26","1,705.31","1,689.41","1,696.37"
236,2024-01-24,"1,708.32","1,708.79","1,684.29","1,684.67"
235,2024-01-25,"1,696.75","1,698.62","1,684.80","1,692.96"
234,2024-01-26,"1,695.86","1,699.37","1,689.46","1,690.93"
233,2024-01-29,"1,690.54","1,713.55","1,690.46","1,713.53"
232,2024-01-30,"1,708.41","1,713.96","1,706.43","1,708.16"
231,2024-01-31,"1,704.08","1,705.54","1,676.07","1,677.25"
230,2024-02-01,"1,682.46","1,701.29","1,673.24","1,700.84"
229,2024-02-02,"1,696.63","1,721.64","1,691.36","1,715.91"
228,2024-02-05,"1,713.60","1,713.60","1,690.12","1,703.65"
227,2024-02-06,"1,706.06","1,721.27","1,706.06","1,721.16"
226,2024-02-07,"1,721.76","1,746.04","1,721.76","1,739.25"
225,2024-02-08,"1,740.76","1,758.91","1,740.76","1,756.81"
224,2024-02-09,"1,759.23","1,770.16","1,759.23","1,765.63"
223,2024-02-12,"1,762.96","1,772.27","1,760.14","1,762.38"
222,2024-02-13,"1,731.89","1,747.64","1,722.03","1,733.64"
221,2024-02-14,"1,747.32","1,764.70","1,745.97","1,764.31"
220,2024-02-15,"1,771.41","1,778.56","1,765.38","1,777.49"
219,2024-02-16,"1,774.02","1,784.88","1,767.87","1,769.11"
218,2024-02-20,"1,756.08","1,757.76","1,745.69","1,753.01"
217,2024-02-21,"1,736.61","1,743.72","1,731.44","1,743.13"
216,2024-02-22,"1,760.85","1,777.62","1,759.42","1,775.07"
215,2024-02-23,"1,778.51","1,786.52","1,775.09","1,781.78"
214,2024-02-26,"1,783.51","1,789.90","1,782.13","1,783.44"
213,2024-02-27,"1,786.43","1,791.24","1,784.06","1,789.16"
212,2024-02-28,"1,783.84","1,795.07","1,781.90","1,791.78"
211,2024-02-29,"1,799.26","1,804.38","1,791.50","1,801.79"
210,2024-03-01,"1,799.87","1,812.70","1,791.92","1,811.66"
209,2024-03-04,"1,813.20","1,819.69","1,809.37","1,814.38"
208,2024-03-05,"1,804.50","1,804.50","1,782.29","1,789.88"
207,2024-03-06,"1,799.62","1,818.39","1,799.62","1,809.28"
206,2024-03-07,"1,818.54","1,830.61","1,818.30","1,827.69"
205,2024-03-08,"1,829.54","1,840.42","1,811.36","1,813.05"
204,2024-03-11,"1,807.73","1,811.68","1,797.44","1,806.61"
203,2024-03-12,"1,810.18","1,820.76","1,802.63","1,819.53"
202,2024-03-13,"1,819.40","1,826.35","1,816.66","1,818.65"
201,2024-03-14,"1,822.61","1,822.61","1,791.69","1,802.55"
200,2024-03-15,"1,793.52","1,801.92","1,790.55","1,792.93"
199,2024-03-18,"1,800.84","1,805.57","1,796.83","1,797.57"
198,2024-03-19,"1,793.16","1,809.03","1,791.03","1,808.61"
197,2024-03-20,"1,810.35","1,829.13","1,807.66","1,828.00"
196,2024-03-21,"1,836.00","1,848.28","1,836.00","1,839.41"
195,2024-03-22,"1,838.62","1,838.74","1,822.80","1,828.18"
194,2024-03-25,"1,828.14","1,830.17","1,823.15","1,823.75"
193,2024-03-26,"1,827.56","1,834.70","1,826.65","1,826.78"
192,2024-03-27,"1,834.63","1,843.55","1,831.12","1,842.57"
191,2024-03-28,"1,845.01","1,850.43","1,842.66","1,843.81"
190,2024-04-01,"1,843.78","1,843.89","1,828.00","1,831.73"
189,2024-04-02,"1,821.22","1,821.22","1,801.28","1,809.43"
188,2024-04-03,"1,805.01","1,820.06","1,803.77","1,812.99"
187,2024-04-04,"1,820.97","1,831.57","1,788.56","1,789.85"
186,2024-04-05,"1,792.25","1,817.99","1,792.06","1,812.65"
185,2024-04-08,"1,816.27","1,821.82","1,812.98","1,817.68"
184,2024-04-09,"1,823.43","1,826.44","1,805.75","1,822.34"
183,2024-04-10,"1,801.89","1,808.02","1,793.72","1,799.68"
182,2024-04-11,"1,803.49","1,810.58","1,791.99","1,805.76"
181,2024-04-12,"1,794.45","1,795.22","1,769.04","1,774.33"
180,2024-04-15,"1,786.10","1,791.52","1,743.37","1,746.32"
179,2024-04-16,"1,744.44","1,752.02","1,735.52","1,744.63"
178,2024-04-17,"1,749.31","1,751.14","1,726.02","1,728.43"
177,2024-04-18,"1,731.08","1,740.83","1,717.84","1,720.29"
176,2024-04-19,"1,720.80","1,725.20","1,700.84","1,707.94"
175,2024-04-22,"1,714.45","1,732.80","1,707.26","1,722.72"
174,2024-04-23,"1,728.76","1,758.92","1,728.76","1,753.41"
173,2024-04-24,"1,754.62","1,766.06","1,742.80","1,753.75"
172,2024-04-25,"1,745.52","1,756.42","1,726.81","1,751.51"
171,2024-04-26,"1,751.52","1,767.42","1,751.52","1,760.70"
170,2024-04-29,"1,764.94","1,772.85","1,760.11","1,769.07"
169,2024-04-30,"1,762.50","1,764.27","1,736.04","1,736.20"
168,2024-05-01,"1,730.81","1,763.39","1,727.29","1,735.32"
167,2024-05-02,"1,744.65","1,751.05","1,723.39","1,746.61"
166,2024-05-03,"1,761.32","1,768.17","1,752.63","1,757.09"
165,2024-05-06,"1,764.99","1,781.69","1,764.99","1,781.67"
164,2024-05-07,"1,782.73","1,783.28","1,773.85","1,775.81"
163,2024-05-08,"1,770.24","1,770.24","1,760.38","1,764.04"
162,2024-05-09,"1,765.54","1,776.16","1,759.97","1,775.60"
161,2024-05-10,"1,781.72","1,789.68","1,778.47","1,781.58"
160,2024-05-13,"1,787.31","1,789.09","1,774.22","1,774.74"
159,2024-05-14,"1,779.26","1,788.30","1,777.30","1,786.49"
158,2024-05-15,"1,796.96","1,812.84","1,796.96","1,811.84"
157,2024-05-16,"1,811.76","1,814.63","1,806.36","1,806.40"
156,2024-05-17,"1,809.35","1,809.47","1,801.00","1,808.03"
155,2024-05-20,"1,808.69","1,813.22","1,806.92","1,812.66"
154,2024-05-21,"1,808.90","1,808.90","1,800.14","1,804.31"
153,2024-05-22,"1,804.11","1,808.56","1,794.00","1,798.66"
152,2024-05-23,"1,804.67","1,806.09","1,772.49","1,776.06"
151,2024-05-24,"1,782.56","1,798.07","1,782.56","1,793.17"
150,2024-05-28,"1,793.56","1,794.49","1,772.52","1,776.98"
149,2024-05-29,"1,766.65","1,766.65","1,758.47","1,759.29"
148,2024-05-30,"1,758.00","1,758.85","1,745.28","1,749.99"
147,2024-05-31,"1,754.81","1,757.20","1,727.66","1,753.24"
146,2024-06-03,"1,757.58","1,758.67","1,727.19","1,741.82"
145,2024-06-04,"1,738.78","1,744.06","1,732.50","1,738.25"
144,2024-06-05,"1,747.61","1,763.66","1,742.33","1,763.63"
143,2024-06-06,"1,760.97","1,766.16","1,755.93","1,758.26"
142,2024-06-07,"1,752.40","1,760.61","1,748.42","1,751.45"
141,2024-06-10,"1,745.01","1,768.29","1,745.01","1,765.37"
140,2024-06-11,"1,761.74","1,767.91","1,751.14","1,767.65"
139,2024-06-12,"1,785.45","1,796.38","1,783.36","1,788.42"
138,2024-06-13,"1,785.40","1,785.40","1,766.40","1,775.35"
137,2024-06-14,"1,767.90","1,767.90","1,753.66","1,764.91"
136,2024-06-17,"1,762.15","1,782.15","1,757.36","1,778.85"
135,2024-06-18,"1,778.21","1,786.61","1,778.21","1,784.96"
134,2024-06-20,"1,783.37","1,787.20","1,773.50","1,779.25"
133,2024-06-21,"1,781.79","1,785.88","1,771.10","1,785.55"
132,2024-06-24,"1,784.64","1,795.97","1,783.49","1,785.05"
131,2024-06-25,"1,786.28","1,786.28","1,776.69","1,783.06"
130,2024-06-26,"1,777.93","1,779.12","1,773.13","1,777.18"
129,2024-06-27,"1,776.66","1,785.36","1,774.42","1,784.35"
128,2024-06-28,"1,787.70","1,795.00","1,774.59","1,781.38"
